CO2air,CO2top,VPair,VPtop
871.0020448691035,871.0020448691035,2367.464239539279,2367.464239539279
890.4770624477362,674.3990484910313,2218.5230901764085,2143.4003935278665
908.6459408619943,674.9263854374062,2182.521564371513,2083.652820615909
926.0322687050011,675.4312828422328,2180.6961540956986,2073.0923204375104
942.6669587235249,675.9142393771396,2170.7471666259544,2061.0019524519307
958.5851396808941,676.3764462437329,2167.5767609167897,2057.0721428386487
973.8201555379793,676.8188837054773,2175.628298751621,2064.5197458128955
988.9345196536364,678.8013640479098,2178.412710137724,2067.0798438818606
1003.4326371193782,679.2933311538831,2197.469618319592,2084.1500274447076
1017.3329070420359,679.7647729192953,2203.9378240141364,2090.7463339691258
1030.6604451572102,680.2167885790319,2206.0992404065223,2093.28410915655
1043.4392606581016,680.6501926348651,2206.8168639936525,2094.2565174091537
1055.0409436674886,679.1774137773773,2206.948282002226,2094.301080879306
1066.141767558341,679.4997407931827,2206.990309929236,2094.316568084675
1076.769250371883,679.8084194349021,2216.224111694065,2103.191654505709
1086.2506929981823,678.560069147315,2219.207908707405,2106.0203460058046
1095.3097505854303,678.7898644415235,2229.4582965072887,2116.379905504706
1103.9639138707648,679.0091955427155,2213.9457310956905,2100.156908978532
1112.2342885018902,679.2189239718676,2209.123405198762,2095.66297559863
1120.1380221536979,679.4193545483135,2207.580976917253,2094.4123108640947
1127.6929094236586,679.6110088952645,2216.327437307233,2103.5825113479614
1134.9130710207805,679.7941056230261,2219.244782966865,2106.1261146128436
1141.8134290723133,679.9690922763424,2220.198988332951,2106.836225271748
1148.40823126299,680.1363301850691,2220.508104248832,2107.035795615411
1154.7124613936219,680.2962740187672,2229.89307799402,2116.664893708846
1160.7390340571253,680.4491785162658,2242.3195199539077,2128.9624878127074
1166.50166463634,680.5954677647117,2265.1505248510307,2151.788301722047
1172.0079442564331,680.7350276853798,2263.3983969574424,2148.3997825083065
1177.2720035292493,680.868599484275,2272.268399273986,2157.2064649395597
1182.3045907905907,680.9963027739151,2284.673266950858,2169.438318285798
1185.9267642986986,679.112898549138,2288.679130390272,2172.771802294656
1188.533092359947,678.0782331223787,2280.186504632953,2162.340006265214
1191.0124696899009,678.1263664907347,2277.5028504968627,2160.4037509132804
1193.371391014533,678.1721257256875,2266.9686090581745,2149.081984467179
1195.6182970588177,678.2157818663045,2273.2032976814194,2157.921546292163
1196.9064492469286,677.3277847087326,2275.16700111737,2159.450508590477
1198.1293894263013,677.3494045305082,2275.7998389633713,2159.696645782115
1199.2890482132113,677.3698511671245,2256.5402552471382,2137.128307579219
1200.3937857067665,677.3894357922169,2269.6297725757067,2156.1762447030605
1201.442414474277,677.4079466994383,2264.434188733836,2147.8260061332603
1202.4390261145777,677.4255652982339,2262.7648873627263,2146.5234314548466
1203.3849096451718,677.4422596307446,2252.6024404575846,2135.0407972795033
1204.2864676548181,677.4582527818728,2268.3264202781156,2155.8302828810256
1205.1407189379072,677.4732995408338,2254.323206389399,2136.489882230117
1204.0700368506728,675.9008982222018,2268.713131181258,2156.8902462530586
1203.0542749072815,675.8858975789977,2273.501018764838,2159.1136189765675
1202.0897852714588,675.871622499266,2255.5841262539193,2135.4764345413437
1201.179030205593,675.8582042013434,2269.1173887625823,2156.792547812119
1201.1617060786236,676.4927006437307,2254.4121301625846,2135.7987348782967
1201.1460917054328,676.4924513856453,2249.8554383259616,2133.105643679942
1201.1299948009573,676.4921743794815,2238.8185639395842,2121.1525864959417
1201.114726440991,676.4919306455381,2235.3868364704635,2119.601210229796
1201.1015303512825,676.4917400360213,2243.720163079853,2130.972843056395
1201.0877271942036,676.4914996475204,2236.956577383494,2120.848382410563
